layer,query_index,rank,token_index,row,col,attention_mass,map_path
2,144,16,3434,47,50,0.00414592120796442,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_2_query144_attn.png
2,144,17,3007,41,55,0.0041233147494494915,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_2_query144_attn.png
2,144,18,3794,52,50,0.004094056319445372,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_2_query144_attn.png
2,144,19,3366,46,54,0.004081849940121174,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_2_query144_attn.png
2,144,20,3722,51,50,0.00407597329467535,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_2_query144_attn.png
3,144,1,3510,48,54,0.020181970670819283,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,2,3652,50,52,0.017600568011403084,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,3,3581,49,53,0.015868954360485077,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,4,3867,53,51,0.015027402900159359,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,5,3508,48,52,0.010981136932969093,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,6,3366,46,54,0.010837425477802753,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,7,3796,52,52,0.00937995407730341,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,8,3722,51,50,0.009114757180213928,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,9,3583,49,55,0.008323123678565025,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,10,3794,52,50,0.00822522398084402,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,11,3725,51,53,0.007970397360622883,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,12,3434,47,50,0.007918215356767178,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,13,3579,49,51,0.007633987348526716,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,14,3798,52,54,0.006976586300879717,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,15,3654,50,54,0.006945854984223843,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,16,3149,43,53,0.006856484804302454,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,17,3363,46,51,0.006640210282057524,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,18,3223,44,55,0.006423196289688349,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,19,3003,41,51,0.006419008132070303,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
3,144,20,3941,54,53,0.006319052539765835,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_3_query144_attn.png
4,144,1,3867,53,51,0.03447069227695465,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,2,3794,52,50,0.02472841367125511,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,3,3796,52,52,0.010738743469119072,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,4,3434,47,50,0.009791526012122631,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
4,144,5,3866,53,50,0.00913847703486681,outputs/dog_detr_decoder_cross_attention/detr_decoder_cross_attention/decoder_layer_4_query144_attn.png
