layer,prompt_token_index,target_desc,pathway_mean,pathway_max,top_token_index,top_row,top_col,cosine_attn_regiongrad,pearson_attn_regiongrad,npy_path,png_path
0,7,mean_mask_logit,6.244635386565278e-08,2.5285326046287082e-06,4429,61,37,0.3794169848794427,-0.2897463296867865,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_7_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_7_to_mean_mask_logit.png
1,8,mean_mask_logit,7.899640763753268e-08,2.3898376184661174e-06,3926,54,38,0.46361106826658754,0.27245772510754457,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_8_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_8_to_mean_mask_logit.png
0,6,mean_mask_logit,6.171249111730504e-08,2.331000587219023e-06,4429,61,37,0.3781877085397972,-0.27034248782182463,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_6_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_6_to_mean_mask_logit.png
0,4,mean_mask_logit,6.830918408695652e-08,2.286647486471338e-06,3926,54,38,0.3738685905904196,-0.20525131728214424,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_4_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_4_to_mean_mask_logit.png
1,10,mean_mask_logit,6.961813880934642e-08,2.2389897367247613e-06,3926,54,38,0.4813047966190549,0.3584561252162682,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_10_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_10_to_mean_mask_logit.png
1,9,mean_mask_logit,7.372462818011627e-08,2.1986163574183593e-06,3926,54,38,0.4747856081764816,0.361470295949966,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_9_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_9_to_mean_mask_logit.png
2,15,mean_mask_logit,7.336836205240616e-08,2.0722177396237385e-06,4709,65,29,0.4378892409725719,0.16237978346944149,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_15_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_15_to_mean_mask_logit.png
2,14,mean_mask_logit,6.633764115804297e-08,1.9747089936572593e-06,2415,33,39,0.43858773336102463,0.14634253684093218,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_14_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_14_to_mean_mask_logit.png
1,7,mean_mask_logit,6.396658847052095e-08,1.8783904351948877e-06,3926,54,38,0.449364935372209,0.13255191750158846,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_7_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_7_to_mean_mask_logit.png
1,4,mean_mask_logit,5.694049320936756e-08,1.8326878716834472e-06,4304,59,56,0.4767367222702403,0.2698979695693578,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_4_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_4_to_mean_mask_logit.png
2,8,mean_mask_logit,6.084011516804821e-08,1.784594473974721e-06,2415,33,39,0.4735986636054022,0.33694154690161693,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_8_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_8_to_mean_mask_logit.png
2,3,mean_mask_logit,6.10345836093984e-08,1.7318485561190755e-06,4304,59,56,0.3862628164300263,-0.23338395220742206,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_3_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_3_to_mean_mask_logit.png
1,3,mean_mask_logit,7.194353912609586e-08,1.7311797364527592e-06,3926,54,38,0.4038650518011004,-0.23674636961003637,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_3_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_3_to_mean_mask_logit.png
3,8,mean_mask_logit,5.190551988221159e-08,1.7069261275537428e-06,3926,54,38,0.49125680191114296,0.3768740515772664,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_3_prompt_token_8_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_3_prompt_token_8_to_mean_mask_logit.png
1,11,mean_mask_logit,6.105420169433273e-08,1.7049337657226715e-06,3926,54,38,0.4511907254678825,0.1730134329749434,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_11_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_11_to_mean_mask_logit.png
1,15,mean_mask_logit,7.018556402726972e-08,1.6074858422143734e-06,4709,65,29,0.42676941232042104,-0.07625527392128258,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_15_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_15_to_mean_mask_logit.png
2,9,mean_mask_logit,5.20430383232906e-08,1.5491433487113682e-06,2415,33,39,0.4613786802751065,0.2868673611644084,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_9_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_9_to_mean_mask_logit.png
1,13,mean_mask_logit,6.356240334071117e-08,1.5387593066407135e-06,4709,65,29,0.4432020559159216,0.0974967243467729,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_13_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_13_to_mean_mask_logit.png
3,15,mean_mask_logit,4.765254857375112e-08,1.5279913441190729e-06,4304,59,56,0.4297424307357702,-0.1907067279907357,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_3_prompt_token_15_to_mean_mask_logit.npy,outputs/dog_token_to_mask_pathway/token_to_mask_pathway/layer_3_prompt_token_15_to_mean_mask_logit.png
