query_index,fusion_type,num_layers,mean,max,npy_path,png_path
144,mean,6,0.00019290127966087312,0.24489779770374298,outputs/cat_fused_decoder_attention/fused_decoder_attention/decoder_query144_fused_mean_attn.npy,outputs/cat_fused_decoder_attention/fused_decoder_attention/decoder_query144_fused_mean_attn.png
144,weighted_by_attention_ablation,6,0.00019290127966087312,0.24916258454322815,outputs/cat_fused_decoder_attention/fused_decoder_attention/decoder_query144_fused_weighted_attn.npy,outputs/cat_fused_decoder_attention/fused_decoder_attention/decoder_query144_fused_weighted_attn.png
