layer,prompt_token_index,target_desc,pathway_mean,pathway_max,top_token_index,top_row,top_col,cosine_attn_regiongrad,pearson_attn_regiongrad,npy_path,png_path
4,0,mean_mask_logit,1.7967702206078684e-06,8.877541404217482e-05,4420,61,28,0.4279661257589712,0.060044187918229165,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_4_prompt_token_0_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_4_prompt_token_0_to_mean_mask_logit.png
2,0,mean_mask_logit,1.7025713532348163e-06,6.897736602695659e-05,2272,31,40,0.32831149154581835,-0.19990762897021724,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_0_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_2_prompt_token_0_to_mean_mask_logit.png
3,0,mean_mask_logit,1.4680121012133895e-06,5.862951002200134e-05,4420,61,28,0.46344604307187515,0.3037717695558662,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_3_prompt_token_0_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_3_prompt_token_0_to_mean_mask_logit.png
1,0,mean_mask_logit,1.4297429515863769e-06,5.5573567806277424e-05,2707,37,43,0.2719974873419066,-0.4035104937513436,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_0_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_0_to_mean_mask_logit.png
5,0,mean_mask_logit,9.63594743552676e-07,4.703942977357656e-05,4420,61,28,0.43602876175310074,-0.22751098743908205,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_5_prompt_token_0_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_5_prompt_token_0_to_mean_mask_logit.png
0,4,mean_mask_logit,3.405639574793895e-07,3.80038472940214e-05,1847,25,47,0.49305438934384815,0.38691771660752544,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_4_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_4_to_mean_mask_logit.png
0,0,mean_mask_logit,9.057524152922269e-07,3.6006676964461803e-05,2285,31,53,0.22458740896235152,-0.2771042891391852,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_0_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_0_to_mean_mask_logit.png
0,3,mean_mask_logit,3.304762401512562e-07,2.959812991321087e-05,1847,25,47,0.4224885554502562,0.25881784194083635,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_3_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_3_to_mean_mask_logit.png
0,2,mean_mask_logit,1.9809692730632378e-07,2.1001373170292936e-05,2707,37,43,0.28445156200473487,-0.20582752479615016,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_2_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_2_to_mean_mask_logit.png
0,1,mean_mask_logit,2.232129219237322e-07,1.8229311535833403e-05,3788,52,44,0.22272141775070609,-0.09880558808099461,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_1_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_1_to_mean_mask_logit.png
1,2,mean_mask_logit,1.3583334634859057e-07,1.7014450349961407e-05,2707,37,43,0.25461305605997375,-0.27479207484913765,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_2_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_2_to_mean_mask_logit.png
0,5,mean_mask_logit,3.435677626839606e-07,1.6191987015190534e-05,2272,31,40,0.34441837902807454,-0.056344675566534524,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_5_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_5_to_mean_mask_logit.png
1,3,mean_mask_logit,2.2800146837198554e-07,1.609825085324701e-05,2707,37,43,0.34678435840659105,0.024206229040296574,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_3_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_3_to_mean_mask_logit.png
0,15,mean_mask_logit,3.6851147910965665e-07,1.5111708307813387e-05,2272,31,40,0.3808475651018443,0.26419354572138126,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_15_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_15_to_mean_mask_logit.png
0,14,mean_mask_logit,3.4802252457666327e-07,1.4613651728723198e-05,2191,30,31,0.38519734983075143,0.3002414888527487,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_14_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_14_to_mean_mask_logit.png
0,10,mean_mask_logit,3.252139606502169e-07,1.3699034752789885e-05,2707,37,43,0.35457194007176895,0.032475471764461056,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_10_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_10_to_mean_mask_logit.png
0,8,mean_mask_logit,3.3111015795839194e-07,1.3684491932508536e-05,2707,37,43,0.3332727346911926,-0.17913546174881978,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_8_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_8_to_mean_mask_logit.png
0,7,mean_mask_logit,2.9644775167980697e-07,1.3618538105220068e-05,2707,37,43,0.3487589499436669,-0.01801703516433686,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_7_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_7_to_mean_mask_logit.png
1,15,mean_mask_logit,2.7762737886405375e-07,1.3601537830254529e-05,2272,31,40,0.3849113370901866,0.2865132780111805,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_15_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_15_to_mean_mask_logit.png
1,5,mean_mask_logit,2.571844390786282e-07,1.317956321145175e-05,1847,25,47,0.3087676403044599,-0.20486301393496034,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_5_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_5_to_mean_mask_logit.png
1,14,mean_mask_logit,2.644707706167537e-07,1.3061222489341162e-05,2272,31,40,0.39492169417224554,0.35206987948889784,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_14_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_14_to_mean_mask_logit.png
1,12,mean_mask_logit,2.628440256557951e-07,1.301100473938277e-05,2707,37,43,0.3833265632800447,0.20821489529086326,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_12_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_12_to_mean_mask_logit.png
1,11,mean_mask_logit,2.8376240379657247e-07,1.2851871360908262e-05,2272,31,40,0.36826457990396244,0.08430234963891813,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_11_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_1_prompt_token_11_to_mean_mask_logit.png
0,9,mean_mask_logit,3.1548825063509867e-07,1.280644482903881e-05,2707,37,43,0.3354968202900909,-0.12689288076453356,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_9_to_mean_mask_logit.npy,outputs/schoolbus_token_to_mask_pathway/token_to_mask_pathway/layer_0_prompt_token_9_to_mean_mask_logit.png
