query_index,fusion_type,num_layers,mean,max,npy_path,png_path
144,mean,6,0.00019290125055704266,0.10525018721818924,outputs/schoolbus_fused_decoder_attention/fused_decoder_attention/decoder_query144_fused_mean_attn.npy,outputs/schoolbus_fused_decoder_attention/fused_decoder_attention/decoder_query144_fused_mean_attn.png
144,weighted_by_attention_ablation,6,0.00019290125055704266,0.08279546350240707,outputs/schoolbus_fused_decoder_attention/fused_decoder_attention/decoder_query144_fused_weighted_attn.npy,outputs/schoolbus_fused_decoder_attention/fused_decoder_attention/decoder_query144_fused_weighted_attn.png
