layer,k,top_score_drop,random_score_drop_mean,score_drop_advantage,top_iou_drop,random_iou_drop_mean,iou_drop_advantage
0,20,0.0001582801342010498,0.00019300729036331177,-3.472715616226196e-05,7.659196853637695e-05,3.6388635635375977e-05,4.0203332901000977e-05
1,20,0.00012880563735961914,0.00017318129539489746,-4.437565803527832e-05,6.508827209472656e-05,3.4481287002563477e-05,3.0606985092163086e-05
2,20,-0.00010779500007629395,0.00022517889738082886,-0.0003329738974571228,0.0001493692398071289,3.6388635635375977e-05,0.00011298060417175293
3,20,-0.0002910196781158447,0.00022628158330917358,-0.0005173012614250183,0.00027573108673095703,3.063678741455078e-05,0.00024509429931640625
4,20,-0.0006220489740371704,0.0001491755247116089,-0.0007712244987487793,0.0003101825714111328,3.6388635635375977e-05,0.00027379393577575684
5,20,-0.0008170008659362793,0.0002505257725715637,-0.001067526638507843,0.00040203332901000977,5.170702934265137e-05,0.0003503262996673584
