event_id,t_ms,code_name,code_class,diagram_name,source_class,group,layer_index,kind,tensor_idx,tensor_name,shape,dtype,device,requires_grad,mean,std,min,max
81,481.926,transformer.decoder.layers.2.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,2,input,1,[1],201x1x256,float32,cuda:0,False,-0.06507465243339539,1.1163171529769897,-6.700263500213623,6.675826549530029
81,481.926,transformer.decoder.layers.2.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,2,input,2,[2],201x1x256,float32,cuda:0,False,0.0005974348168820143,1.01202392578125,-5.948177814483643,6.567689418792725
82,482.467,transformer.decoder.layers.2.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,2,output,0,[0],201x1x256,float32,cuda:0,False,0.006453917361795902,0.3925766944885254,-1.672735333442688,1.7285993099212646
82,482.467,transformer.decoder.layers.2.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,2,output,1,[1],1x8x201x201,float32,cuda:0,False,0.004975124262273312,0.02298884093761444,8.266436270127265e-34,1.0
83,482.794,transformer.decoder.layers.2.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,2,input,0,[0],201x1x256,float32,cuda:0,False,-0.07037660479545593,1.1643933057785034,-8.832998275756836,8.391610145568848
83,482.794,transformer.decoder.layers.2.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,2,input,1,[1],33x1x256,float32,cuda:0,False,0.07860387861728668,1.1107478141784668,-6.42909574508667,10.193608283996582
83,482.794,transformer.decoder.layers.2.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,2,input,2,[2],33x1x256,float32,cuda:0,False,0.07860387861728668,1.1107478141784668,-6.42909574508667,10.193608283996582
84,483.273,transformer.decoder.layers.2.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,2,output,0,[0],201x1x256,float32,cuda:0,False,0.0010184678249061108,0.182358980178833,-2.209433078765869,2.462261915206909
84,483.273,transformer.decoder.layers.2.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,2,output,1,[1],1x8x201x33,float32,cuda:0,False,0.03030303120613098,0.14262312650680542,0.0,0.9999983310699463
85,483.856,transformer.decoder.layers.2.cross_attn,MultiheadAttentionWrapper,Detector Decoder Cross-Attention to Image,detector_queries,detector_decoder,2,output,0,[0],201x1x256,float32,cuda:0,False,-0.017018882557749748,0.46459493041038513,-2.5249085426330566,2.0380361080169678
85,483.856,transformer.decoder.layers.2.cross_attn,MultiheadAttentionWrapper,Detector Decoder Cross-Attention to Image,detector_queries,detector_decoder,2,output,1,[1],1x8x201x5184,float32,cuda:0,False,0.00019290123600512743,0.002070216927677393,3.344740717242161e-30,0.4791931211948395
86,494.102,transformer.decoder.layers.2,TransformerDecoderLayer,Detector Decoder Layer,detector_queries,detector_decoder,2,output,0,[0],200x1x256,float32,cuda:0,False,0.015885893255472183,1.0260727405548096,-6.507811069488525,6.199829578399658
86,494.102,transformer.decoder.layers.2,TransformerDecoderLayer,Detector Decoder Layer,detector_queries,detector_decoder,2,output,1,[1],1x1x256,float32,cuda:0,False,0.0116204172372818,1.0446670055389404,-5.190188407897949,4.870338439941406
87,494.475,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,input,0,[0],200x1x256,float32,cuda:0,False,-0.012911559082567692,1.015075445175171,-5.351451873779297,6.464719295501709
88,494.681,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,output,0,tensor,200x1x4,float32,cuda:0,False,-0.08987268060445786,0.18533159792423248,-1.0044852495193481,0.4461461901664734
89,495.667,transformer.decoder.layers.3.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,3,input,0,[0],201x1x256,float32,cuda:0,False,-0.03982184827327728,1.1271964311599731,-6.9889349937438965,6.328497409820557
89,495.667,transformer.decoder.layers.3.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,3,input,1,[1],201x1x256,float32,cuda:0,False,-0.03982184827327728,1.1271964311599731,-6.9889349937438965,6.328497409820557
89,495.667,transformer.decoder.layers.3.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,3,input,2,[2],201x1x256,float32,cuda:0,False,0.015864675864577293,1.0261558294296265,-6.507811069488525,6.199829578399658
90,496.211,transformer.decoder.layers.3.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,3,output,0,[0],201x1x256,float32,cuda:0,False,0.003123464761301875,0.29529640078544617,-1.6807373762130737,1.5507513284683228
90,496.211,transformer.decoder.layers.3.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,3,output,1,[1],1x8x201x201,float32,cuda:0,False,0.004975124262273312,0.02552749402821064,3.7124672423755456e-27,1.0
91,496.524,transformer.decoder.layers.3.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,3,input,0,[0],201x1x256,float32,cuda:0,False,-0.06310408562421799,1.1627166271209717,-10.676244735717773,8.098041534423828
91,496.524,transformer.decoder.layers.3.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,3,input,1,[1],33x1x256,float32,cuda:0,False,0.07860387861728668,1.1107478141784668,-6.42909574508667,10.193608283996582
91,496.524,transformer.decoder.layers.3.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,3,input,2,[2],33x1x256,float32,cuda:0,False,0.07860387861728668,1.1107478141784668,-6.42909574508667,10.193608283996582
92,497.015,transformer.decoder.layers.3.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,3,output,0,[0],201x1x256,float32,cuda:0,False,0.00019202911062166095,0.1418781578540802,-1.2288795709609985,1.7693407535552979
92,497.015,transformer.decoder.layers.3.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,3,output,1,[1],1x8x201x33,float32,cuda:0,False,0.03030303120613098,0.14752283692359924,0.0,0.9999908208847046
93,497.589,transformer.decoder.layers.3.cross_attn,MultiheadAttentionWrapper,Detector Decoder Cross-Attention to Image,detector_queries,detector_decoder,3,output,0,[0],201x1x256,float32,cuda:0,False,0.015208618715405464,0.4911734461784363,-2.026339292526245,1.8931171894073486
93,497.589,transformer.decoder.layers.3.cross_attn,MultiheadAttentionWrapper,Detector Decoder Cross-Attention to Image,detector_queries,detector_decoder,3,output,1,[1],1x8x201x5184,float32,cuda:0,False,0.00019290123600512743,0.0024878280237317085,1.1453901755965989e-31,0.5397687554359436
94,507.539,transformer.decoder.layers.3,TransformerDecoderLayer,Detector Decoder Layer,detector_queries,detector_decoder,3,output,0,[0],200x1x256,float32,cuda:0,False,-0.036365799605846405,1.0602022409439087,-6.863040924072266,5.623559951782227
94,507.539,transformer.decoder.layers.3,TransformerDecoderLayer,Detector Decoder Layer,detector_queries,detector_decoder,3,output,1,[1],1x1x256,float32,cuda:0,False,-0.03896965831518173,1.095572590827942,-6.499390125274658,3.847724199295044
95,508.029,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,input,0,[0],200x1x256,float32,cuda:0,False,-0.014923064038157463,1.0295463800430298,-5.71733283996582,5.739702224731445
96,508.232,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,output,0,tensor,200x1x4,float32,cuda:0,False,-0.03458181023597717,0.16325144469738007,-1.4243016242980957,0.6318040490150452
97,509.240,transformer.decoder.layers.4.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,4,input,0,[0],201x1x256,float32,cuda:0,False,-0.08810648322105408,1.1649707555770874,-7.458477973937988,5.561829090118408
97,509.240,transformer.decoder.layers.4.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,4,input,1,[1],201x1x256,float32,cuda:0,False,-0.08810648322105408,1.1649707555770874,-7.458477973937988,5.561829090118408
97,509.240,transformer.decoder.layers.4.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,4,input,2,[2],201x1x256,float32,cuda:0,False,-0.036378759890794754,1.0603702068328857,-6.863040924072266,5.623559951782227
98,509.793,transformer.decoder.layers.4.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,4,output,0,[0],201x1x256,float32,cuda:0,False,0.004720582626760006,0.251763254404068,-1.2424107789993286,1.284250259399414
98,509.793,transformer.decoder.layers.4.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,4,output,1,[1],1x8x201x201,float32,cuda:0,False,0.004975124262273312,0.01976385898888111,1.0919806877983775e-15,0.9999996423721313
99,511.021,transformer.decoder.layers.4.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,4,input,0,[0],201x1x256,float32,cuda:0,False,-0.06404304504394531,1.1537724733352661,-10.065308570861816,5.827895641326904
99,511.021,transformer.decoder.layers.4.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,4,input,1,[1],33x1x256,float32,cuda:0,False,0.07860387861728668,1.1107478141784668,-6.42909574508667,10.193608283996582
99,511.021,transformer.decoder.layers.4.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,4,input,2,[2],33x1x256,float32,cuda:0,False,0.07860387861728668,1.1107478141784668,-6.42909574508667,10.193608283996582
100,511.527,transformer.decoder.layers.4.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,4,output,0,[0],201x1x256,float32,cuda:0,False,0.003398637752979994,0.19884949922561646,-1.2858082056045532,1.2028815746307373
100,511.527,transformer.decoder.layers.4.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,4,output,1,[1],1x8x201x33,float32,cuda:0,False,0.03030303120613098,0.1376953125,0.0,0.9997708201408386
101,512.103,transformer.decoder.layers.4.cross_attn,MultiheadAttentionWrapper,Detector Decoder Cross-Attention to Image,detector_queries,detector_decoder,4,output,0,[0],201x1x256,float32,cuda:0,False,0.0021958090364933014,0.3452128469944,-1.5982625484466553,1.3317636251449585
101,512.103,transformer.decoder.layers.4.cross_attn,MultiheadAttentionWrapper,Detector Decoder Cross-Attention to Image,detector_queries,detector_decoder,4,output,1,[1],1x8x201x5184,float32,cuda:0,False,0.00019290123600512743,0.0020327495876699686,1.0422963822936072e-31,0.5779787302017212
102,521.564,transformer.decoder.layers.4,TransformerDecoderLayer,Detector Decoder Layer,detector_queries,detector_decoder,4,output,0,[0],200x1x256,float32,cuda:0,False,0.000484118441818282,1.0482683181762695,-6.814104080200195,6.393701553344727
102,521.564,transformer.decoder.layers.4,TransformerDecoderLayer,Detector Decoder Layer,detector_queries,detector_decoder,4,output,1,[1],1x1x256,float32,cuda:0,False,-0.0028355345129966736,1.070043921470642,-5.779733657836914,3.7901105880737305
103,521.926,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,input,0,[0],200x1x256,float32,cuda:0,False,-0.013934089802205563,1.0282567739486694,-6.160296440124512,5.685171604156494
104,522.126,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,output,0,tensor,200x1x4,float32,cuda:0,False,-0.06151841953396797,0.149677112698555,-1.1203253269195557,0.6128430962562561
105,523.125,transformer.decoder.layers.5.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,5,input,0,[0],201x1x256,float32,cuda:0,False,-0.046470437198877335,1.1419785022735596,-7.809052467346191,5.746645450592041
105,523.125,transformer.decoder.layers.5.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,5,input,1,[1],201x1x256,float32,cuda:0,False,-0.046470437198877335,1.1419785022735596,-7.809052467346191,5.746645450592041
105,523.125,transformer.decoder.layers.5.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,5,input,2,[2],201x1x256,float32,cuda:0,False,0.00046759931137785316,1.0483671426773071,-6.814104080200195,6.393701553344727
106,523.670,transformer.decoder.layers.5.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,5,output,0,[0],201x1x256,float32,cuda:0,False,0.00936158373951912,0.26663655042648315,-2.5219438076019287,1.9837799072265625
106,523.670,transformer.decoder.layers.5.self_attn,MultiheadAttention,Detector Decoder Self-Attention,detector_queries,detector_decoder,5,output,1,[1],1x8x201x201,float32,cuda:0,False,0.004975124262273312,0.027695635333657265,1.7660484619846928e-12,0.9999716281890869
107,523.992,transformer.decoder.layers.5.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,5,input,0,[0],201x1x256,float32,cuda:0,False,-0.04633314162492752,1.1108667850494385,-8.922940254211426,5.937206745147705
107,523.992,transformer.decoder.layers.5.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,5,input,1,[1],33x1x256,float32,cuda:0,False,0.07860387861728668,1.1107478141784668,-6.42909574508667,10.193608283996582
107,523.992,transformer.decoder.layers.5.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,5,input,2,[2],33x1x256,float32,cuda:0,False,0.07860387861728668,1.1107478141784668,-6.42909574508667,10.193608283996582
108,524.490,transformer.decoder.layers.5.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,5,output,0,[0],201x1x256,float32,cuda:0,False,0.0002893666678573936,0.07822640985250473,-1.2978872060775757,1.7483456134796143
108,524.490,transformer.decoder.layers.5.ca_text,MultiheadAttention,Detector Decoder Cross-Attention to Text,detector_queries,detector_decoder,5,output,1,[1],1x8x201x33,float32,cuda:0,False,0.03030303120613098,0.14686642587184906,0.0,0.9982897639274597
109,525.050,transformer.decoder.layers.5.cross_attn,MultiheadAttentionWrapper,Detector Decoder Cross-Attention to Image,detector_queries,detector_decoder,5,output,0,[0],201x1x256,float32,cuda:0,False,-0.0003916469868272543,0.4262462854385376,-1.7754472494125366,1.9496476650238037
109,525.050,transformer.decoder.layers.5.cross_attn,MultiheadAttentionWrapper,Detector Decoder Cross-Attention to Image,detector_queries,detector_decoder,5,output,1,[1],1x8x201x5184,float32,cuda:0,False,0.00019290123600512743,0.0019805803894996643,4.758027983201895e-29,0.6219128966331482
110,534.426,transformer.decoder.layers.5,TransformerDecoderLayer,Detector Decoder Layer,detector_queries,detector_decoder,5,output,0,[0],200x1x256,float32,cuda:0,False,-0.004178566858172417,1.0049049854278564,-6.567898273468018,5.157515048980713
110,534.426,transformer.decoder.layers.5,TransformerDecoderLayer,Detector Decoder Layer,detector_queries,detector_decoder,5,output,1,[1],1x1x256,float32,cuda:0,False,-7.586181163787842e-05,1.0176706314086914,-3.7099804878234863,3.584933280944824
111,534.791,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,input,0,[0],200x1x256,float32,cuda:0,False,-0.011311807669699192,1.0297554731369019,-5.4224677085876465,5.422813892364502
112,534.990,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,output,0,tensor,200x1x4,float32,cuda:0,False,-0.009327804669737816,0.15676775574684143,-1.378220796585083,0.683970034122467
113,535.270,transformer.decoder,TransformerDecoder,Detector Decoder,detector_queries,detector_decoder,,output,0,[0],6x200x1x256,float32,cuda:0,False,-0.011808224022388458,1.0278000831604004,-6.160296440124512,6.464719295501709
113,535.270,transformer.decoder,TransformerDecoder,Detector Decoder,detector_queries,detector_decoder,,output,1,[1],6x200x1x4,float32,cuda:0,False,0.34436407685279846,0.2101198434829712,0.02243569865822792,0.959808886051178
113,535.270,transformer.decoder,TransformerDecoder,Detector Decoder,detector_queries,detector_decoder,,output,2,[2],6x1x1,float32,cuda:0,False,3.4430549144744873,0.2257513701915741,3.1327812671661377,3.7578768730163574
113,535.270,transformer.decoder,TransformerDecoder,Detector Decoder,detector_queries,detector_decoder,,output,3,[3],1x1x256,float32,cuda:0,False,-7.586181163787842e-05,1.0176706314086914,-3.7099804878234863,3.584933280944824
114,536.082,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,input,0,[0],6x1x200x256,float32,cuda:0,False,-0.011808224022388458,1.0278000831604004,-6.160296440124512,6.464719295501709
115,536.277,transformer.decoder.bbox_embed,MLP,Box Head,final_outputs,heads,,output,0,tensor,6x1x200x4,float32,cuda:0,False,-0.18997734785079956,0.5840636491775513,-3.5752761363983154,2.9602410793304443
116,537.346,segmentation_head.pixel_decoder,PixelDecoder,Pixel Decoder,pixel_features,segmentation,,input,0,[0][0],1x256x288x288,float32,cuda:0,False,-0.016558237373828888,0.02073587290942669,-0.2941204905509949,0.21765190362930298
116,537.346,segmentation_head.pixel_decoder,PixelDecoder,Pixel Decoder,pixel_features,segmentation,,input,1,[0][1],1x256x144x144,float32,cuda:0,False,0.005302513018250465,1.3143925666809082,-9.975252151489258,13.560876846313477
116,537.346,segmentation_head.pixel_decoder,PixelDecoder,Pixel Decoder,pixel_features,segmentation,,input,2,[0][2],1x256x72x72,float32,cuda:0,False,-0.08697433024644852,2.260589361190796,-20.82516860961914,10.253997802734375
117,551.317,segmentation_head.pixel_decoder,PixelDecoder,Pixel Decoder,pixel_features,segmentation,,output,0,tensor,1x256x288x288,float32,cuda:0,False,0.09115002304315567,0.20135453343391418,0.0,4.4126200675964355
118,556.106,segmentation_head.instance_seg_head,Conv2d,Mask Predictor,mask_head,segmentation,,input,0,[0],1x256x288x288,float32,cuda:0,False,0.09115002304315567,0.20135453343391418,0.0,4.4126200675964355
119,557.845,segmentation_head.instance_seg_head,Conv2d,Mask Predictor,mask_head,segmentation,,output,0,tensor,1x256x288x288,float32,cuda:0,False,-0.012041755951941013,0.196548730134964,-1.5083471536636353,1.2296178340911865
120,693.245,segmentation_head.semantic_seg_head,Conv2d,Semantic Head,semantic,segmentation,,input,0,[0],1x256x288x288,float32,cuda:0,False,0.09115002304315567,0.20135453343391418,0.0,4.4126200675964355
121,697.284,segmentation_head.semantic_seg_head,Conv2d,Semantic Head,semantic,segmentation,,output,0,tensor,1x1x288x288,float32,cuda:0,False,-1.7029507160186768,6.898452281951904,-26.42023277282715,10.090198516845703
122,697.625,segmentation_head,UniversalSegmentationHead,Segmentation Head,mask_head,segmentation,,output,0,pred_masks,1x200x288x288,float32,cuda:0,False,-13.532989501953125,9.635087966918945,-87.77867126464844,9.091134071350098
122,697.625,segmentation_head,UniversalSegmentationHead,Segmentation Head,mask_head,segmentation,,output,1,semantic_seg,1x1x288x288,float32,cuda:0,False,-1.7029507160186768,6.898452281951904,-26.42023277282715,10.090198516845703
